"","LEA_NAME","SCH_NAME","isCHARTER","PK","KG","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","LEVEL","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","raceAMERIND","raceASIAN","raceBLACK","raceHI","numberHispanic","numberTR","LEAID","aun2","NCESSCH","ST_LEAID"
"220","Harrisburg City SD","Marshall Academy","No","-2","-2","-2","-2","-2","-2","12","15","32","40","-2","-2","-2","-2","-2","2","No","Harrisburg","99","17104","76.767676767676761","Regular School","76","24137","9097","30641","19981",40.268,-76.846141,NA,NA,"2","0","16","61","20","0","0","4211580","1152227521152","421158007498","115222752"
"221","Kennett Consolidated SD","Mary D Lang Kdg Ctr","No","-2","296","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Kennett Square","296","19348","48.3108108108108","Regular School","143","15299","6977","18737","9539",39.84273,-75.712031,"NA","NA","124","0","5","3","155","0","9","4212690","1241540031241","421269007390","124154003"
"222","Southeast Delco SD","Sharon Hill Sch","No","-2","0","88","90","70","80","90","70","77","83","-2","-2","-2","-2","-2","1","No","Sharon Hill","648","19079","86.882716049382722","Regular School","563","18555","2589","20235","11189",39.908958,-75.268294,"89.41","36.83","42","0","6","548","26","0","26","4222400","1252384021252","422240001943","125238402"
"223","Quakertown Community SD","Milford MS","No","-2","-2","-2","-2","-2","-2","-2","163","128","136","-2","-2","-2","-2","-2","2","No","Quakertown","427","18951","20.843091334894599","Regular School","89","23141","2150","25775","13929",40.444909,-75.399379,"95.87","84.3","380","0","13","12","15","0","7","4219890","1220984031220","421989006781","122098403"
"224","Mahanoy Area SD","Mahanoy Area El Sch","No","-2","85","73","75","82","80","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Mahanoy City","395","17948","70.12658227848101","Regular School","277","7362","1091","8823","3182",40.809773,-76.150549,NA,NA,"310","0","1","15","63","0","6","4214430","1295445031295","421443007283","129544503"
"225","Mid Valley SD","Mid Valley El Ctr","No","-2","137","145","145","170","138","127","151","-2","-2","-2","-2","-2","-2","-2","1","No","Throop","1013","18512","51.628825271470802","Regular School","523","10619","957","11542","6726",41.447186,-75.603506,"94.68","54.85","824","1","6","34","77","5","66","4215170","1193555031193","421517002423","119355503"
"226","Chester-Upland SD","Chester Upland Sch of Arts","No","40","88","86","76","79","76","47","1","-2","-2","-2","-2","-2","-2","-2","1","No","Chester","493","19013","100","Regular School","493","19804","4434","24842","14312",39.85445,-75.355381,"NA","NA","3","0","0","466","22","0","2","4205860","1252312321252","420586006878","125231232"
"227","Tredyffrin-Easttown SD","Valley Forge El Sch","No","-2","64","114","113","127","139","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Wayne","557","19087","4.4883303411131061","Regular School","25","27390","5536","27926","15829",40.07616,-75.43653,"96.58","88.03","361","0","137","10","20","0","29","4223640","1241578021241","422364001438","124157802"
"228","Spring-Ford Area SD","Spring-Ford SHS 9-12 Ctr","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","601","648","577","555","-2","3","No","Royersford","2381","19468","16.08567828643427","Regular School","383","31935","3916","33365","18307",40.190268,-75.526252,"93.55","93.66","1990","3","117","120","91","0","60","4222560","1234673031234","422256003367","123467303"
"229","Pen Argyl Area SD","Plainfield El Sch","No","-2","115","93","127","130","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Nazareth","465","18064","46.6666666666666","Regular School","217","8025","621","8980","5128",40.788991,-75.277469,"97.33","65.87","417","1","2","3","29","1","12","4218570","1204856031204","421857003511","120485603"
"230","Bethlehem Area SD","Freemansburg El Sch","No","-2","60","44","59","59","69","77","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Freemansburg","368","18017","87.5","Regular School","322","70992","23674","79240","44762",40.626943,-75.34018,"95.10","31.93","100","0","5","36","223","0","4","4203570","1204810021204","420357003458","120481002"
"231","Eastern University Academy Charter School","Eastern University Academy Charter Schoo","Yes","-2","-2","-2","-2","-2","-2","-2","-2","51","48","60","54","59","56","-2","3","No","Philadelphia","328","19129","99.08536585365853","Regular School","325",NA,NA,NA,NA,40.013114,-75.183891,NA,NA,"1","0","0","322","4","0","1","4200822","1775187121775","420082206949","177518712"
"232","Wallingford-Swarthmore SD","Strath Haven HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","275","301","310","263","-2","3","No","Wallingford","1149","19086","11.662315056570931","Regular School","134","13746","2410","14176","7622",39.89484,-75.371817,"96.13","91.89","875","0","82","112","31","0","49","4224790","1252396031252","422479005287","125239603"
"233","Folk Arts-Cultural Treasures CS","Folk Arts-Cultural Treasures CS","Yes","-2","50","54","54","54","54","54","54","53","52","-2","-2","-2","-2","-2","1","No","Philadelphia","479","19123","76.82672233820459","Regular School","368",NA,NA,NA,NA,39.958956,-75.156114,NA,NA,"16","0","319","84","21","0","39","4200141","1265100211265","420014100897","126510021"
"234","Fleetwood Area SD","Andrew Maier El Sch","No","-2","36","38","44","42","53","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Blandon","213","19510","30.985915492957748","Regular School","66","10532","1536","11684","6366",40.441046,-75.883493,NA,NA,"186","0","1","4","20","1","1","4209780","1140625031140","420978000791","114062503"
"235","Central Dauphin SD","West Hanover El Sch","No","-2","69","73","90","86","81","85","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Harrisburg","484","17112","19.834710743801654","Regular School","96","61115","9050","66113","37434",40.33744,-76.723,"96.25","84.94","403","1","9","20","21","1","29","4205400","1152214021152","420540001817","115221402"
"236","Christopher Columbus CS","Christopher Columbus CS","Yes","-2","107","89","89","88","90","83","87","87","80","-2","-2","-2","-2","-2","1","No","Philadelphia","800","19147","100","Regular School","800",NA,NA,NA,NA,39.938586,-75.15869,NA,NA,"460","0","81","154","64","0","41","4200052","1265131601265","420005200489","126513160"
"237","Upper Merion Area SD","Upper Merion MS","No","-2","-2","-2","-2","-2","-2","310","302","285","319","-2","-2","-2","-2","-2","2","No","King of Prussia","1216","19406","37.335526315789473","Regular School","454","24198","7080","25668","14732",40.09734,-75.38055,"96.61","73.06","708","7","183","124","142","3","49","4224480","1234684021234","422448003394","123468402"
"238","Valley View SD","Valley View HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","187","189","201","193","-2","3","No","Archbald","770","18403","34.675324675324603","Regular School","267","12094","1230","13125","7406",41.497581,-75.561874,"92.75","80.5","680","2","14","25","43","0","6","4224650","1193584031193","422465006775","119358403"
"239","Lower Merion SD","Penn Wynne Sch","No","-2","107","138","113","129","116","118","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Wynnewood","721","19096","9.5700416088765508","Regular School","69","41799","9191","42890","24401",39.987092,-75.278349,"96.88","89.56","481","0","77","64","45","0","54","4214160","1234645021234","421416003289","123464502"
"240","Penn-Delco SD","Pennell El Sch","No","-2","65","78","72","66","63","71","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Aston","415","19014","15.903614457831326","Regular School","66","17788","1053","19250","10183",39.86399,-75.42976,"96.37","77.50","380","0","4","12","8","1","10","4218580","1252369031252","421858005223","125236903"
"241","William Penn SD","Walnut Street El Sch","No","-2","47","76","71","69","73","62","63","-2","-2","-2","-2","-2","-2","-2","1","No","Darby","461","19023","92.407809110629003","Regular School","426","25541","4626","28067","15189",39.92052,-75.254711,"NA","NA","6","0","0","441","4","0","10","4226390","1252396521252","422639006806","125239652"
"242","Collegium CS","Collegium CS","Yes","-2","467","369","312","280","243","209","189","136","127","109","86","75","61","-2","4","No","Exton","2663","19341","26.286143447239901","Regular School","700","NA","NA","NA","NA",40.01991,-75.660071,"NA","NA","1253","4","292","442","486","3","183","4200050","1241533201241","420005000485","124153320"
"243","Philadelphia City SD","Lowell James R Sch","No","39","145","157","205","156","168","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Philadelphia","870","19120","100","Regular School","870","855213","325401","1035252","582594",40.04081,-75.129089,"NA","NA","6","0","141","532","112","0","79","4218990","1265150011265","421899003746","126515001"
"244","Antietam SD","Mt Penn El Sch","No","-2","-2","-2","96","87","86","92","92","-2","-2","-2","-2","-2","-2","-2","1","No","Mount Penn","453","19606","52.317880794701985","Regular School","237","4401","753","5020","2930",40.328786,-75.89029,"95.74","59.26","275","1","3","21","133","0","20","4202480","1140605031140","420248005205","114060503"
"245","New Foundations CS","New Foundations CS","Yes","-2","66","75","76","76","80","81","81","83","100","209","213","169","155","-2","4","No","Philadelphia","1464","19136","62.704918032786885","Regular School","918",NA,NA,NA,NA,40.035128,-75.024217,NA,NA,"928","7","65","203","236","3","22","4200075","1265134201265","420007500531","126513420"
"246","Central Bucks SD","Doyle El Sch","No","-2","51","52","80","66","78","80","72","-2","-2","-2","-2","-2","-2","-2","1","No","Doylestown","479","18901","12.317327766179501","Regular School","59","76834","10617","80091","41650",40.31024,-75.142608,"96.63","89.07","429","3","10","2","16","2","17","4205310","1220921021220","420531004852","122092102"
"247","Parkland SD","Schnecksville Sch","No","-2","49","37","65","70","71","70","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Schnecksville","362","18078","22.9281767955801","Regular School","83","41161","8298","43821","23434",40.667541,-75.604065,"96.2","71.36","294","3","12","7","31","0","15","4218510","1213951031213","421851002825","121395103"
"248","Downingtown Area SD","Lionville MS","No","-2","-2","-2","-2","-2","-2","-2","-2","554","540","-2","-2","-2","-2","-2","2","No","Exton","1094","19341","9.7806215722120609","Regular School","107","46615","7494","48151","25390",40.048044,-75.660526,"NA","NA","793","1","184","34","61","1","20","4207710","1241520031241","420771000307","124152003"
"249","Coatesville Area SD","East Fallowfield El Sch","No","-2","52","56","50","62","54","54","-2","-2","-2","-2","-2","-2","-2","-2","1","No","East Fallowfield","328","19320","46.036585365853597","Regular School","151","39101","6662","43528","23329",39.949374,-75.811848,"94.14","61.22","180","0","3","75","57","1","12","4206240","1241519021241","420624001374","124151902"
"250","East Stroudsburg Area SD","Middle Smithfield El Sch","No","-2","80","90","93","80","75","89","-2","-2","-2","-2","-2","-2","-2","-2","1","No","East Stroudsburg","507","18302","60.157790927021694","Regular School","305","27149","8682","30613","16025",41.060706,-75.078216,"93.50","68.13","142","1","14","145","195","2","8","4208670","1204520031204","420867003201","120452003"
"251","Bristol Township SD","Lincoln El Sch","No","-2","50","48","58","58","58","59","45","-2","-2","-2","-2","-2","-2","-2","1","No","Levittown","376","19056","69.414893617021278","Regular School","261","32835","6020","37338","19440",40.133631,-74.880502,NA,NA,"198","1","7","91","38","0","41","4204230","1220913521220","420423001024","122091352"
"252","Panther Valley SD","Panther Valley MS","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"Lansford",NA,"18232","?","Regular School",NA,"7849","479","8860","5227",40.831296,-75.883586,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4218450","1211366031211","421845001323","121136603"
"253","Philadelphia City SD","King Martin Luther HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","220","245","204","232","-2","3","No","Philadelphia","901","19138","100","Regular School","901","855213","325401","1035252","582594",40.056368,-75.161499,"76.47","18.100000000000001","3","0","0","875","13","0","10","4218990","1265150011265","421899006675","126515001"
"254","Philadelphia City SD","Wagner Gen Louis MS","No","-2","-2","-2","-2","-2","-2","-2","158","177","145","-2","-2","-2","-2","-2","2","No","Philadelphia","480","19126","100","Regular School","480","855213","325401","1035252","582594",40.051755,-75.147662,"87.02","14.35","6","0","1","452","10","0","11","4218990","1265150011265","421899003835","126515001"
"255","Philadelphia City SD","Feltonville Sch of Arts & Sciences","No","-2","-2","-2","-2","-2","-2","-2","167","182","164","-2","-2","-2","-2","-2","2","No","Philadelphia","513","19120","100","Regular School","513","855213","325401","1035252","582594",40.019528,-75.121831,"NA","NA","10","0","26","137","312","0","28","4218990","1265150011265","421899000054","126515001"
"256","Jersey Shore Area SD","Jersey Shore MS","No","-2","-2","-2","-2","-2","-2","-2","206","189","209","-2","-2","-2","-2","-2","2","No","Jersey Shore","604","17740","46.523178807947019","Regular School","281","11116","294","12550","7063",41.200448,-77.26341,"94.74","62.46","588","2","2","4","5","2","1","4212480","1174140031174","421248003033","117414003"
"257","Pottstown SD","Barth El Sch","No","16","71","70","71","53","55","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","No","Pottstown","336","19464","100","Regular School","336","13209","1729","15372","9317",40.252433,-75.672133,"93.49","56.14","100","1","4","131","51","0","49","4219680","1234664031234","421968003345","123466403"
"258","Philadelphia City SD","Brown Henry A Sch","No","0","49","60","70","69","54","65","59","62","46","-2","-2","-2","-2","-2","1","No","Philadelphia","534","19125","100","Regular School","534","855213","325401","1035252","582594",39.986738,-75.12763,"93.34","33.130000000000003","75","1","81","66","262","0","49","4218990","1265150011265","421899003684","126515001"
"259","Philadelphia City SD","Furness Horace HS","No","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","192","170","169","136","-2","3","No","Philadelphia","667","19148","100","Regular School","667","855213","325401","1035252","582594",39.923728,-75.15097,"82.86","16.489999999999998","71","0","312","153","120","0","11","4218990","1265150011265","421899003818","126515001"
"260","Bensalem Township SD","Robert K Shafer MS","No","-2","-2","-2","-2","-2","-2","-2","-2","245","253","-2","-2","-2","-2","-2","2","No","Bensalem","498","19020","57.2289156626506","Regular School","285","39410","12419","43074","23646",40.100487,-74.938463,"93.68","58.75","280","1","58","67","90","0","2","4203330","1220910021220","420333007030","122091002"
